transid,accountid,date,type,operation,amount,balance,ksymbol,bank,account
74356,245,1997-01-31,VYDAJ,VYBER,15,24151,SLUZBY,NULL,NULL
74357,245,1997-02-28,VYDAJ,VYBER,15,1382,SLUZBY,NULL,NULL
74358,245,1997-03-31,VYDAJ,VYBER,15,44693,SLUZBY,NULL,NULL
74359,245,1997-04-30,VYDAJ,VYBER,15,51375,SLUZBY,NULL,NULL
74360,245,1997-05-31,VYDAJ,VYBER,15,89130,SLUZBY,NULL,NULL
74361,245,1997-06-30,VYDAJ,VYBER,15,3737,SLUZBY,NULL,NULL
74362,245,1997-07-31,VYDAJ,VYBER,15,57896,SLUZBY,NULL,NULL
74363,245,1997-08-31,VYDAJ,VYBER,15,61699,SLUZBY,NULL,NULL
74364,245,1997-09-30,VYDAJ,VYBER,15,45834,SLUZBY,NULL,NULL
74365,245,1997-10-31,VYDAJ,VYBER,15,67087,SLUZBY,NULL,NULL
74366,245,1997-11-30,VYDAJ,VYBER,15,56730,SLUZBY,NULL,NULL
74367,245,1997-12-31,VYDAJ,VYBER,15,60741,SLUZBY,NULL,NULL
74368,245,1998-01-31,VYDAJ,VYBER,15,31338,SLUZBY,NULL,NULL
74369,245,1998-02-28,VYDAJ,VYBER,15,16464,SLUZBY,NULL,NULL
74370,245,1998-03-31,VYDAJ,VYBER,15,29435,SLUZBY,NULL,NULL
74371,245,1998-04-30,VYDAJ,VYBER,15,20525,SLUZBY,NULL,NULL
74372,245,1998-05-31,VYDAJ,VYBER,15,17559,SLUZBY,NULL,NULL
74373,245,1998-06-30,VYDAJ,VYBER,15,29616,SLUZBY,NULL,NULL
74374,245,1998-07-31,VYDAJ,VYBER,15,60919,SLUZBY,NULL,NULL
74375,245,1998-08-31,VYDAJ,VYBER,15,62928,SLUZBY,NULL,NULL
74376,245,1998-09-30,VYDAJ,VYBER,15,44946,SLUZBY,NULL,NULL
74377,245,1998-10-31,VYDAJ,VYBER,15,42665,SLUZBY,NULL,NULL
74378,245,1998-11-30,VYDAJ,VYBER,15,77948,SLUZBY,NULL,NULL
74379,245,1993-12-25,PRIJEM,VKLAD,13900,15000,NULL,NULL,NULL
74380,245,1994-01-24,VYDAJ,VYBER,16700,43512,NULL,NULL,NULL
74381,245,1994-02-22,VYDAJ,VYBER,32600,75024,NULL,NULL,NULL
74382,245,1994-02-23,VYDAJ,VYBER,25700,49324,NULL,NULL,NULL
74383,245,1994-03-25,VYDAJ,VYBER,27600,50291,NULL,NULL,NULL
74384,245,1994-04-19,VYDAJ,VYBER,21500,87097,NULL,NULL,NULL
74385,245,1994-04-24,VYDAJ,VYBER,31700,53305,NULL,NULL,NULL
74386,245,1994-05-24,VYDAJ,VYBER,27700,50666,NULL,NULL,NULL
74387,245,1994-06-23,PRIJEM,VKLAD,3900,17764,NULL,NULL,NULL
74388,245,1994-07-23,VYDAJ,VYBER,11900,33781,NULL,NULL,NULL
74389,245,1994-08-22,VYDAJ,VYBER,17200,41395,NULL,NULL,NULL
74390,245,1994-09-18,VYDAJ,VYBER,34800,86554,NULL,NULL,NULL
74391,245,1994-09-21,VYDAJ,VYBER,30400,56154,NULL,NULL,NULL
74392,245,1994-10-21,VYDAJ,VYBER,19500,45578,NULL,NULL,NULL
74393,245,1994-11-19,VYDAJ,VYBER,29000,87756,NULL,NULL,NULL
74394,245,1994-11-20,VYDAJ,VYBER,34700,53056,NULL,NULL,NULL
74395,245,1994-12-20,VYDAJ,VYBER,26300,51642,NULL,NULL,NULL
74396,245,1995-01-19,VYDAJ,VYBER,1000,27136,NULL,NULL,NULL
74397,245,1995-02-18,PRIJEM,VKLAD,9800,13041,NULL,NULL,NULL
74398,245,1995-03-20,PRIJEM,VKLAD,8200,13523,NULL,NULL,NULL
74399,245,1995-04-19,PRIJEM,VKLAD,8000,21563,NULL,NULL,NULL
74400,245,1995-05-19,PRIJEM,VKLAD,3300,18837,NULL,NULL,NULL
74401,245,1995-06-18,PRIJEM,VKLAD,9100,16581,NULL,NULL,NULL
74402,245,1995-07-18,PRIJEM,VKLAD,7300,17924,NULL,NULL,NULL
74403,245,1995-08-17,PRIJEM,VKLAD,3200,21180,NULL,NULL,NULL
74404,245,1995-09-16,PRIJEM,VKLAD,3600,24840,NULL,NULL,NULL
74405,245,1995-10-16,PRIJEM,VKLAD,5700,15854,NULL,NULL,NULL
74406,245,1995-11-15,PRIJEM,VKLAD,3900,19818,NULL,NULL,NULL
74407,245,1995-12-15,PRIJEM,VKLAD,15500,15652,NULL,NULL,NULL
74408,245,1996-01-14,PRIJEM,VKLAD,11600,16481,NULL,NULL,NULL
74409,245,1996-02-13,PRIJEM,VKLAD,7600,16569,NULL,NULL,NULL
74410,245,1996-03-14,PRIJEM,VKLAD,4700,21292,NULL,NULL,NULL
74411,245,1996-04-13,PRIJEM,VKLAD,1400,22746,NULL,NULL,NULL
74412,245,1996-05-13,VYDAJ,VYBER,14500,43814,NULL,NULL,NULL
74413,245,1996-06-12,PRIJEM,VKLAD,2200,23314,NULL,NULL,NULL
74414,245,1996-07-12,VYDAJ,VYBER,11500,42478,NULL,NULL,NULL
74415,245,1996-08-11,VYDAJ,VYBER,1000,26904,NULL,NULL,NULL
74416,245,1996-09-10,PRIJEM,VKLAD,1000,25354,NULL,NULL,NULL
74417,245,1996-10-10,PRIJEM,VKLAD,8800,11945,NULL,NULL,NULL
74418,245,1996-11-09,PRIJEM,VKLAD,5400,15849,NULL,NULL,NULL
74419,245,1996-12-09,PRIJEM,VKLAD,1700,17578,NULL,NULL,NULL
74420,245,1997-01-08,PRIJEM,VKLAD,7300,14144,NULL,NULL,NULL
74421,245,1997-02-07,PRIJEM,VKLAD,600,24748,NULL,NULL,NULL
74422,245,1997-03-09,PRIJEM,VKLAD,3000,4382,NULL,NULL,NULL
74423,245,1997-04-08,VYDAJ,VYBER,400,27394,NULL,NULL,NULL
74424,245,1997-04-23,VYDAJ,VYBER,58400,51107,NULL,NULL,NULL
74425,245,1997-05-08,VYDAJ,VYBER,15100,36275,NULL,NULL,NULL
74426,245,1997-05-28,VYDAJ,VYBER,46300,88793,NULL,NULL,NULL
74427,245,1997-06-02,VYDAJ,VYBER,17600,91846,NULL,NULL,NULL
74428,245,1997-06-07,VYDAJ,VYBER,31900,59946,NULL,NULL,NULL
74429,245,1997-07-07,PRIJEM,VKLAD,8600,12337,NULL,NULL,NULL
74430,245,1997-08-06,VYDAJ,VYBER,14200,43696,NULL,NULL,NULL
74431,245,1997-08-18,VYDAJ,VYBER,62800,61446,NULL,NULL,NULL
74432,245,1997-09-05,VYDAJ,VYBER,21100,40599,NULL,NULL,NULL
74433,245,1997-10-05,VYDAJ,VYBER,11000,34834,NULL,NULL,NULL
74434,245,1997-11-04,VYDAJ,VYBER,22400,44687,NULL,NULL,NULL
74435,245,1997-12-04,VYDAJ,VYBER,36800,62907,NULL,NULL,NULL
74436,245,1998-01-03,VYDAJ,VYBER,26400,56728,NULL,NULL,NULL
74437,245,1998-02-02,VYDAJ,VYBER,2400,28938,NULL,NULL,NULL
74438,245,1998-03-04,PRIJEM,VKLAD,7900,24364,NULL,NULL,NULL
74439,245,1998-04-03,PRIJEM,VKLAD,1800,31235,NULL,NULL,NULL
74440,245,1998-05-03,PRIJEM,VKLAD,7800,28325,NULL,NULL,NULL
74441,245,1998-06-02,PRIJEM,VKLAD,12000,29559,NULL,NULL,NULL
74442,245,1998-07-02,VYDAJ,VYBER,20200,60610,NULL,NULL,NULL
74443,245,1998-08-01,VYDAJ,VYBER,10100,50819,NULL,NULL,NULL
74444,245,1998-08-31,VYDAJ,VYBER,14800,62943,NULL,NULL,NULL
74445,245,1998-09-30,PRIJEM,VKLAD,1100,44961,NULL,NULL,NULL
74446,245,1998-10-30,PRIJEM,VKLAD,6700,46471,NULL,NULL,NULL
74447,245,1998-11-28,VYDAJ,VYBER,16600,110160,NULL,NULL,NULL
74448,245,1998-11-29,VYDAJ,VYBER,32500,77660,NULL,NULL,NULL
74519,246,1997-12-20,PRIJEM,VKLAD,700,700,NULL,NULL,NULL
74532,246,1998-01-14,PRIJEM,"PREVOD Z UCTU",4486,5186,DUCHOD,KL,51752358
74533,246,1998-02-14,PRIJEM,"PREVOD Z UCTU",4486,9672,DUCHOD,KL,51752358
74534,246,1998-03-14,PRIJEM,"PREVOD Z UCTU",4486,14158,DUCHOD,KL,51752358
74535,246,1998-04-14,PRIJEM,"PREVOD Z UCTU",4486,18066,DUCHOD,KL,51752358
74536,246,1998-05-14,PRIJEM,"PREVOD Z UCTU",4486,19310,DUCHOD,KL,51752358
74537,246,1998-06-14,PRIJEM,"PREVOD Z UCTU",4486,14368,DUCHOD,KL,51752358
74538,246,1998-07-14,PRIJEM,"PREVOD Z UCTU",4486,13419,DUCHOD,KL,51752358
74539,246,1998-08-14,PRIJEM,"PREVOD Z UCTU",4486,15971,DUCHOD,KL,51752358
74540,246,1998-09-14,PRIJEM,"PREVOD Z UCTU",4486,15028,DUCHOD,KL,51752358
74541,246,1998-10-14,PRIJEM,"PREVOD Z UCTU",4486,14381,DUCHOD,KL,51752358
74542,246,1998-11-14,PRIJEM,"PREVOD Z UCTU",4486,16538,DUCHOD,KL,51752358
74543,246,1998-12-14,PRIJEM,"PREVOD Z UCTU",4486,18103,DUCHOD,KL,51752358
74561,246,1998-06-10,VYDAJ,"PREVOD NA UCET",1970,9882,SIPO,YZ,8283996
74562,246,1998-07-10,VYDAJ,"PREVOD NA UCET",1970,8933,SIPO,YZ,8283996
74563,246,1998-08-10,VYDAJ,"PREVOD NA UCET",1970,11485,SIPO,YZ,8283996
74564,246,1998-09-10,VYDAJ,"PREVOD NA UCET",1970,10542,SIPO,YZ,8283996
74565,246,1998-10-10,VYDAJ,"PREVOD NA UCET",1970,9895,SIPO,YZ,8283996
74566,246,1998-11-10,VYDAJ,"PREVOD NA UCET",1970,12052,SIPO,YZ,8283996
74567,246,1998-12-10,VYDAJ,"PREVOD NA UCET",1970,13617,SIPO,YZ,8283996
74573,246,1998-12-09,VYDAJ,VYBER,1000,15587,NULL,NULL,NULL
74581,246,1998-12-15,VYDAJ,VYBER,960,17143,NULL,NULL,NULL
74585,246,1998-11-01,VYDAJ,VYBER,400,14022,NULL,NULL,NULL
74604,246,1998-05-31,VYDAJ,VYBER,15,11852,SLUZBY,NULL,NULL
74605,246,1998-06-30,VYDAJ,VYBER,15,10903,SLUZBY,NULL,NULL
74606,246,1998-07-31,VYDAJ,VYBER,15,13455,SLUZBY,NULL,NULL
74607,246,1998-08-31,VYDAJ,VYBER,15,12512,SLUZBY,NULL,NULL
74608,246,1998-09-30,VYDAJ,VYBER,15,11865,SLUZBY,NULL,NULL
74609,246,1998-10-31,VYDAJ,VYBER,15,14422,SLUZBY,NULL,NULL
74610,246,1998-11-30,VYDAJ,VYBER,15,16587,SLUZBY,NULL,NULL
74611,246,1998-03-20,VYDAJ,VYBER,600,13558,NULL,NULL,NULL
74612,246,1998-04-19,VYDAJ,VYBER,3300,14766,NULL,NULL,NULL
74613,246,1998-05-19,VYDAJ,VYBER,7500,11810,NULL,NULL,NULL
74614,246,1998-06-18,VYDAJ,VYBER,3500,10868,NULL,NULL,NULL
74615,246,1998-08-17,VYDAJ,VYBER,3500,12471,NULL,NULL,NULL
74616,246,1998-09-16,VYDAJ,VYBER,3200,11828,NULL,NULL,NULL
74841,248,1995-04-02,PRIJEM,VKLAD,700,700,NULL,NULL,NULL
74845,248,1995-04-10,PRIJEM,"PREVOD Z UCTU",24849,25549,NULL,QR,51925015
74846,248,1995-05-10,PRIJEM,"PREVOD Z UCTU",24849,49473,NULL,QR,51925015
74847,248,1995-06-10,PRIJEM,"PREVOD Z UCTU",37274,74424,NULL,QR,51925015
74848,248,1995-07-10,PRIJEM,"PREVOD Z UCTU",24849,72452,NULL,QR,51925015
74849,248,1995-08-10,PRIJEM,"PREVOD Z UCTU",24849,70701,NULL,QR,51925015
74850,248,1995-09-10,PRIJEM,"PREVOD Z UCTU",24849,62251,NULL,QR,51925015
74851,248,1995-10-10,PRIJEM,"PREVOD Z UCTU",24849,58177,NULL,QR,51925015
74852,248,1995-11-10,PRIJEM,"PREVOD Z UCTU",24849,56533,NULL,QR,51925015
74853,248,1995-12-10,PRIJEM,"PREVOD Z UCTU",37274,68817,NULL,QR,51925015
74854,248,1996-01-10,PRIJEM,"PREVOD Z UCTU",24849,52752,NULL,QR,51925015
74855,248,1996-02-10,PRIJEM,"PREVOD Z UCTU",24849,59562,NULL,QR,51925015
74856,248,1996-03-10,PRIJEM,"PREVOD Z UCTU",24849,66245,NULL,QR,51925015
74857,248,1996-04-10,PRIJEM,"PREVOD Z UCTU",24849,66251,NULL,QR,51925015
74858,248,1996-05-10,PRIJEM,"PREVOD Z UCTU",24849,55420,NULL,QR,51925015
74859,248,1996-06-10,PRIJEM,"PREVOD Z UCTU",37274,57803,NULL,QR,51925015
74860,248,1996-07-10,PRIJEM,"PREVOD Z UCTU",24849,59134,NULL,QR,51925015
74861,248,1996-08-10,PRIJEM,"PREVOD Z UCTU",24849,56818,NULL,QR,51925015
74862,248,1996-09-10,PRIJEM,"PREVOD Z UCTU",24849,58834,NULL,QR,51925015
74863,248,1996-10-10,PRIJEM,"PREVOD Z UCTU",24849,57908,NULL,QR,51925015
74864,248,1996-11-10,PRIJEM,"PREVOD Z UCTU",24849,58981,NULL,QR,51925015
74865,248,1996-12-10,PRIJEM,"PREVOD Z UCTU",37274,71382,NULL,QR,51925015
74866,248,1997-01-10,PRIJEM,"PREVOD Z UCTU",24849,61609,NULL,QR,51925015
74867,248,1997-02-10,PRIJEM,"PREVOD Z UCTU",24849,45691,NULL,QR,51925015
74868,248,1997-03-10,PRIJEM,"PREVOD Z UCTU",24849,49316,NULL,QR,51925015
74869,248,1997-04-10,PRIJEM,"PREVOD Z UCTU",24849,55260,NULL,QR,51925015
74870,248,1997-05-10,PRIJEM,"PREVOD Z UCTU",24849,54819,NULL,QR,51925015
74871,248,1997-06-10,PRIJEM,"PREVOD Z UCTU",37274,58804,NULL,QR,51925015
74872,248,1997-07-10,PRIJEM,"PREVOD Z UCTU",24849,63352,NULL,QR,51925015
74873,248,1997-08-10,PRIJEM,"PREVOD Z UCTU",24849,56039,NULL,QR,51925015
74874,248,1997-09-10,PRIJEM,"PREVOD Z UCTU",24849,49923,NULL,QR,51925015
74875,248,1997-10-10,PRIJEM,"PREVOD Z UCTU",24849,46641,NULL,QR,51925015
74876,248,1997-11-10,PRIJEM,"PREVOD Z UCTU",24849,47341,NULL,QR,51925015
74877,248,1997-12-10,PRIJEM,"PREVOD Z UCTU",37274,64112,NULL,QR,51925015
74878,248,1998-01-10,PRIJEM,"PREVOD Z UCTU",24849,58803,NULL,QR,51925015
74879,248,1998-02-10,PRIJEM,"PREVOD Z UCTU",24849,60786,NULL,QR,51925015
74880,248,1998-03-10,PRIJEM,"PREVOD Z UCTU",24849,59984,NULL,QR,51925015
74881,248,1998-04-10,PRIJEM,"PREVOD Z UCTU",24849,47486,NULL,QR,51925015
74882,248,1998-05-10,PRIJEM,"PREVOD Z UCTU",24849,57864,NULL,QR,51925015
74883,248,1998-06-10,PRIJEM,"PREVOD Z UCTU",37274,74368,NULL,QR,51925015
74884,248,1998-07-10,PRIJEM,"PREVOD Z UCTU",24849,71075,NULL,QR,51925015
74885,248,1998-08-10,PRIJEM,"PREVOD Z UCTU",24849,66890,NULL,QR,51925015
74886,248,1998-09-10,PRIJEM,"PREVOD Z UCTU",24849,49535,NULL,QR,51925015
74887,248,1998-10-10,PRIJEM,"PREVOD Z UCTU",24849,54001,NULL,QR,51925015
74888,248,1998-11-10,PRIJEM,"PREVOD Z UCTU",24849,59769,NULL,QR,51925015
74889,248,1998-12-10,PRIJEM,"PREVOD Z UCTU",37274,62902,NULL,QR,51925015
74942,248,1995-09-03,VYBER,VYBER,12477,37402,NULL,NULL,NULL
74943,248,1995-10-03,VYBER,VYBER,8947,33328,NULL,NULL,NULL
74945,248,1995-10-22,VYBER,VYBER,22269,35908,NULL,NULL,NULL
74948,248,1995-11-13,VYBER,VYBER,21914,34619,NULL,NULL,NULL
74952,248,1996-08-16,VYBER,VYBER,6473,50345,NULL,NULL,NULL
74956,248,1996-04-16,VYBER,VYBER,21934,44317,NULL,NULL,NULL
74957,248,1997-10-12,VYBER,VYBER,6759,39882,NULL,NULL,NULL
74962,248,1997-10-04,VYBER,VYBER,8529,21792,NULL,NULL,NULL
74968,248,1997-08-20,VYBER,VYBER,6970,24969,NULL,NULL,NULL
74969,248,1998-03-17,VYBER,VYBER,24096,35888,NULL,NULL,NULL
74970,248,1998-04-07,VYBER,VYBER,7502,22637,NULL,NULL,NULL
74973,248,1998-09-03,VYBER,VYBER,7595,24686,NULL,NULL,NULL
74975,248,1998-08-19,VYBER,VYBER,10851,32139,NULL,NULL,NULL
74976,248,1998-11-18,VYBER,VYBER,16358,25511,NULL,NULL,NULL
74982,248,1996-01-09,VYDAJ,VYBER,14100,27903,NULL,NULL,NULL
74983,248,1997-01-24,VYDAJ,VYBER,9900,20709,NULL,NULL,NULL
74984,248,1998-01-14,VYDAJ,VYBER,9300,49503,NULL,NULL,NULL
74985,248,1995-12-13,VYDAJ,VYBER,5700,63117,NULL,NULL,NULL
74986,248,1996-12-11,VYDAJ,VYBER,5100,66282,NULL,NULL,NULL
74987,248,1997-12-05,VYDAJ,VYBER,5700,26838,NULL,NULL,NULL
74988,248,1998-12-13,VYDAJ,VYBER,4800,35202,NULL,NULL,NULL
74992,248,1996-01-13,VYDAJ,VYBER,9900,42852,NULL,NULL,NULL
74993,248,1996-05-12,VYDAJ,VYBER,13500,41920,NULL,NULL,NULL
74994,248,1996-05-16,VYDAJ,VYBER,12300,29620,NULL,NULL,NULL
74995,248,1996-07-22,VYDAJ,VYBER,3600,55534,NULL,NULL,NULL
74996,248,1997-07-24,VYDAJ,VYBER,9300,31052,NULL,NULL,NULL
74997,248,1997-01-14,VYDAJ,VYBER,8700,52909,NULL,NULL,NULL
74998,248,1997-12-11,VYDAJ,VYBER,12300,51812,NULL,NULL,NULL
74999,248,1997-05-29,VYDAJ,VYBER,12600,21419,NULL,NULL,NULL
75000,248,1997-10-28,VYDAJ,VYBER,2100,22382,NULL,NULL,NULL
75002,248,1998-03-08,VYDAJ,VYBER,3300,35135,NULL,NULL,NULL
75003,248,1998-03-05,VYDAJ,VYBER,5100,38435,NULL,NULL,NULL
75012,248,1995-08-31,VYDAJ,VYBER,15,49879,SLUZBY,NULL,NULL
75013,248,1995-09-30,VYDAJ,VYBER,15,42275,SLUZBY,NULL,NULL
75014,248,1995-10-31,VYDAJ,VYBER,15,31684,SLUZBY,NULL,NULL
75015,248,1995-11-30,VYDAJ,VYBER,15,31543,SLUZBY,NULL,NULL
75016,248,1995-12-31,VYDAJ,VYBER,15,42003,SLUZBY,NULL,NULL
75017,248,1996-01-31,VYDAJ,VYBER,15,34713,SLUZBY,NULL,NULL
75018,248,1996-02-29,VYDAJ,VYBER,15,41396,SLUZBY,NULL,NULL
75019,248,1996-03-31,VYDAJ,VYBER,15,41402,SLUZBY,NULL,NULL
75020,248,1996-04-30,VYDAJ,VYBER,15,30571,SLUZBY,NULL,NULL
75021,248,1996-05-31,VYDAJ,VYBER,15,20529,SLUZBY,NULL,NULL
75022,248,1996-06-30,VYDAJ,VYBER,15,34285,SLUZBY,NULL,NULL
75023,248,1996-07-31,VYDAJ,VYBER,15,31969,SLUZBY,NULL,NULL
75024,248,1996-08-31,VYDAJ,VYBER,15,33985,SLUZBY,NULL,NULL
75025,248,1996-09-30,VYDAJ,VYBER,15,33059,SLUZBY,NULL,NULL
75026,248,1996-10-31,VYDAJ,VYBER,15,34132,SLUZBY,NULL,NULL
75027,248,1996-11-30,VYDAJ,VYBER,15,34108,SLUZBY,NULL,NULL
75028,248,1996-12-31,VYDAJ,VYBER,15,36760,SLUZBY,NULL,NULL
75029,248,1997-01-31,VYDAJ,VYBER,15,20842,SLUZBY,NULL,NULL
75030,248,1997-02-28,VYDAJ,VYBER,15,24467,SLUZBY,NULL,NULL
75031,248,1997-03-31,VYDAJ,VYBER,15,30411,SLUZBY,NULL,NULL
75032,248,1997-04-30,VYDAJ,VYBER,15,29970,SLUZBY,NULL,NULL
75033,248,1997-05-31,VYDAJ,VYBER,15,21530,SLUZBY,NULL,NULL
75034,248,1997-06-30,VYDAJ,VYBER,15,38503,SLUZBY,NULL,NULL
75035,248,1997-07-31,VYDAJ,VYBER,15,31190,SLUZBY,NULL,NULL
75036,248,1997-08-31,VYDAJ,VYBER,15,25074,SLUZBY,NULL,NULL
75037,248,1997-09-30,VYDAJ,VYBER,15,30321,SLUZBY,NULL,NULL
75038,248,1997-10-31,VYDAJ,VYBER,15,22492,SLUZBY,NULL,NULL
75039,248,1997-11-30,VYDAJ,VYBER,15,32538,SLUZBY,NULL,NULL
75040,248,1997-12-31,VYDAJ,VYBER,15,33954,SLUZBY,NULL,NULL
75041,248,1998-01-31,VYDAJ,VYBER,15,35937,SLUZBY,NULL,NULL
75042,248,1998-02-28,VYDAJ,VYBER,15,43535,SLUZBY,NULL,NULL
75043,248,1998-03-31,VYDAJ,VYBER,15,30139,SLUZBY,NULL,NULL
75044,248,1998-04-30,VYDAJ,VYBER,15,33015,SLUZBY,NULL,NULL
75045,248,1998-05-31,VYDAJ,VYBER,15,37094,SLUZBY,NULL,NULL
75046,248,1998-06-30,VYDAJ,VYBER,15,46226,SLUZBY,NULL,NULL
75047,248,1998-07-31,VYDAJ,VYBER,15,42041,SLUZBY,NULL,NULL
75048,248,1998-08-31,VYDAJ,VYBER,15,32281,SLUZBY,NULL,NULL
75049,248,1998-09-30,VYDAJ,VYBER,15,29152,SLUZBY,NULL,NULL
75050,248,1998-10-31,VYDAJ,VYBER,15,34920,SLUZBY,NULL,NULL
75051,248,1998-11-30,VYDAJ,VYBER,15,25628,SLUZBY,NULL,NULL
75052,248,1995-05-02,VYDAJ,VYBER,1000,24624,NULL,NULL,NULL
75053,248,1995-06-01,VYDAJ,VYBER,12500,37150,NULL,NULL,NULL
75054,248,1995-07-01,VYDAJ,VYBER,27100,47603,NULL,NULL,NULL
75055,248,1995-07-31,VYDAJ,VYBER,26900,45852,NULL,NULL,NULL
75056,248,1995-08-30,VYDAJ,VYBER,21000,49701,NULL,NULL,NULL
75057,248,1995-09-29,VYDAJ,VYBER,20200,42051,NULL,NULL,NULL
75058,248,1995-10-29,VYDAJ,VYBER,4400,31508,NULL,NULL,NULL
75059,248,1995-11-28,VYDAJ,VYBER,3200,31419,NULL,NULL,NULL
75060,248,1995-12-28,VYDAJ,VYBER,21300,41817,NULL,NULL,NULL
75061,248,1996-01-27,VYDAJ,VYBER,8300,34552,NULL,NULL,NULL
75062,248,1996-02-26,VYDAJ,VYBER,18300,41262,NULL,NULL,NULL
75063,248,1996-03-27,VYDAJ,VYBER,25000,41245,NULL,NULL,NULL
75064,248,1996-04-26,VYDAJ,VYBER,13900,30417,NULL,NULL,NULL
75065,248,1996-05-26,VYDAJ,VYBER,9200,20420,NULL,NULL,NULL
75066,248,1996-06-25,VYDAJ,VYBER,23600,34203,NULL,NULL,NULL
75067,248,1996-07-25,VYDAJ,VYBER,23700,31834,NULL,NULL,NULL
75068,248,1996-08-24,VYDAJ,VYBER,16500,33845,NULL,NULL,NULL
75069,248,1996-09-23,VYDAJ,VYBER,25900,32934,NULL,NULL,NULL
75070,248,1996-10-23,VYDAJ,VYBER,23900,34008,NULL,NULL,NULL
75071,248,1996-11-22,VYDAJ,VYBER,25000,33981,NULL,NULL,NULL
75072,248,1996-12-22,VYDAJ,VYBER,29700,36582,NULL,NULL,NULL
75073,248,1997-01-21,VYDAJ,VYBER,22300,30609,NULL,NULL,NULL
75074,248,1997-02-20,VYDAJ,VYBER,21300,24391,NULL,NULL,NULL
75075,248,1997-03-22,VYDAJ,VYBER,19000,30316,NULL,NULL,NULL
75076,248,1997-04-21,VYDAJ,VYBER,25400,29860,NULL,NULL,NULL
75077,248,1997-05-21,VYDAJ,VYBER,20800,34019,NULL,NULL,NULL
75078,248,1997-06-20,VYDAJ,VYBER,20400,38404,NULL,NULL,NULL
75079,248,1997-07-20,VYDAJ,VYBER,23000,40352,NULL,NULL,NULL
75080,248,1997-08-19,VYDAJ,VYBER,24100,31939,NULL,NULL,NULL
75081,248,1997-09-18,VYDAJ,VYBER,19700,30223,NULL,NULL,NULL
75082,248,1997-10-18,VYDAJ,VYBER,15400,24482,NULL,NULL,NULL
75083,248,1997-11-17,VYDAJ,VYBER,14900,32441,NULL,NULL,NULL
75084,248,1997-12-17,VYDAJ,VYBER,18000,33812,NULL,NULL,NULL
75085,248,1998-01-16,VYDAJ,VYBER,13700,35803,NULL,NULL,NULL
75086,248,1998-02-15,VYDAJ,VYBER,17400,43386,NULL,NULL,NULL
75087,248,1998-03-17,VYDAJ,VYBER,5900,29988,NULL,NULL,NULL
75088,248,1998-04-16,VYDAJ,VYBER,14600,32886,NULL,NULL,NULL
75089,248,1998-05-16,VYDAJ,VYBER,20900,36964,NULL,NULL,NULL
75090,248,1998-06-15,VYDAJ,VYBER,28300,46068,NULL,NULL,NULL
75091,248,1998-07-15,VYDAJ,VYBER,29200,41875,NULL,NULL,NULL
75092,248,1998-08-14,VYDAJ,VYBER,23900,42990,NULL,NULL,NULL
75093,248,1998-09-13,VYDAJ,VYBER,20500,29035,NULL,NULL,NULL
75094,248,1998-10-13,VYDAJ,VYBER,19200,34801,NULL,NULL,NULL
75095,248,1998-11-12,VYDAJ,VYBER,17900,41869,NULL,NULL,NULL
75096,248,1998-12-12,VYDAJ,VYBER,22900,40002,NULL,NULL,NULL
75142,249,1996-12-03,PRIJEM,VKLAD,600,600,NULL,NULL,NULL
75154,249,1996-12-08,PRIJEM,VKLAD,26390,26990,NULL,NULL,NULL
75155,249,1997-01-08,PRIJEM,VKLAD,17593,45970,NULL,NULL,NULL
75156,249,1997-02-08,PRIJEM,VKLAD,17593,54137,NULL,NULL,NULL
75157,249,1997-03-08,PRIJEM,VKLAD,17593,55347,NULL,NULL,NULL
75158,249,1997-04-08,PRIJEM,VKLAD,17593,57569,NULL,NULL,NULL
75159,249,1997-05-08,PRIJEM,VKLAD,17593,58774,NULL,NULL,NULL
75160,249,1997-06-08,PRIJEM,VKLAD,26390,64867,NULL,NULL,NULL
75161,249,1997-07-08,PRIJEM,VKLAD,17593,47274,NULL,NULL,NULL
75162,249,1997-08-08,PRIJEM,VKLAD,17593,50710,NULL,NULL,NULL
75163,249,1997-09-08,PRIJEM,VKLAD,17593,53348,NULL,NULL,NULL
75164,249,1997-10-08,PRIJEM,VKLAD,17593,50515,NULL,NULL,NULL
75165,249,1997-11-08,PRIJEM,VKLAD,17593,49369,NULL,NULL,NULL
75166,249,1997-12-08,PRIJEM,VKLAD,26390,52388,NULL,NULL,NULL
75167,249,1998-01-08,PRIJEM,VKLAD,17593,42314,NULL,NULL,NULL
75168,249,1998-02-08,PRIJEM,VKLAD,17593,39925,NULL,NULL,NULL
75169,249,1998-03-08,PRIJEM,VKLAD,17593,35432,NULL,NULL,NULL
75170,249,1998-04-08,PRIJEM,VKLAD,17593,36244,NULL,NULL,NULL
75171,249,1998-05-08,PRIJEM,VKLAD,17593,35438,NULL,NULL,NULL
75172,249,1998-06-08,PRIJEM,VKLAD,26390,43825,NULL,NULL,NULL
75173,249,1998-07-08,PRIJEM,VKLAD,17593,29911,NULL,NULL,NULL
75174,249,1998-08-08,PRIJEM,VKLAD,17593,37322,NULL,NULL,NULL
75175,249,1998-09-08,PRIJEM,VKLAD,17593,34813,NULL,NULL,NULL
75176,249,1998-10-08,PRIJEM,VKLAD,17593,37099,NULL,NULL,NULL
75177,249,1998-11-08,PRIJEM,VKLAD,17593,38091,NULL,NULL,NULL
